,User,Date,Tweet,Tweets Ago,Positive,Negative,Neutral,Compound
130,CBS,Sat Jan 06 19:04:08 +0000 2018,RT @LivinBiblically: “The truth is it somehow gorgeously straddles both sides...I have had friends come from all different walks of life an…,31,0.314,0.686,0.0,0.8271
131,CBS,Sat Jan 06 19:03:38 +0000 2018,RT @instinctcbs: “This is a crime show where at the end you’re not reminded of how miserable things are in the world right now…You feel sat…,32,0.0,0.774,0.226,-0.7717
132,CBS,Sat Jan 06 00:37:55 +0000 2018,"RT @startrekcbs: Star Trek has touched the lives of generations of fans, including the cast and writers of #StarTrekDiscovery. What's your…",33,0.0,1.0,0.0,0.0
133,CBS,Sat Jan 06 00:30:53 +0000 2018,#StrangeAngel has found its leading man! Jack Reynor will star as famed rocket engineer Jack Parsons in the upcomin… https://t.co/sHkSKABGfd,34,0.0,1.0,0.0,0.0
134,CBS,Fri Jan 05 18:30:42 +0000 2018,"The streak of new episodes continues! Watch new episodes of #MacGyver, #H50 &amp; #BlueBloods tonight starting at 8/7c.… https://t.co/xs2vbVqBJZ",35,0.0,1.0,0.0,0.0
135,CBS,Fri Jan 05 16:05:58 +0000 2018,"RT @CBSTweet: #CBSRatingsNews: CBS Sweeps Fourth Quarter Ratings in Daytime, Primetime and Late Night for the First Time Since 2009 https:/…",36,0.0,1.0,0.0,0.0
136,CBS,Thu Jan 04 23:13:02 +0000 2018,"New year, new episodes! Don't miss all-new episodes of @BigBangTheory, @YoungSheldon, @MomCBS, @LifeInPiecesCBS, an… https://t.co/COf6Qg8Mz1",37,0.11,0.89,0.0,0.1867
137,CBS,Thu Jan 04 14:43:09 +0000 2018,"Current nominees @LadyGaga, @LittleBigTown, @Pink, Childish Gambino and more will perform live at the #GRAMMYs, Jan… https://t.co/PlLMasNPwD",38,0.0,0.879,0.121,-0.296
138,CBS,Wed Jan 03 20:33:09 +0000 2018,"RT @startrekcbs: From Airiam to Zefram Cochrane, #StarTrekDiscovery features fascinating new concepts along with classic references. What's…",39,0.179,0.821,0.0,0.5423
139,CBS,Wed Jan 03 19:51:15 +0000 2018,Torres and Bishop went undercover as a criminal couple on the latest episode of #NCIS. Catch up now:… https://t.co/1iTEneHyJS,40,0.0,0.833,0.167,-0.5267
140,CBS,Wed Jan 03 15:00:05 +0000 2018,Do you know all the nominees for Artist Of The Year? Get familiar with this year's GRAMMY® Award nominees ahead of… https://t.co/UQa8Mu9PUV,41,0.143,0.857,0.0,0.5423
141,CBS,Wed Jan 03 12:00:01 +0000 2018,"The new year of new episodes continues tonight with all-new episodes of #AmazingRace, #SEALTeam and #CriminalMinds… https://t.co/bwhNhQgsFC",42,0.0,1.0,0.0,0.0
142,CBS,Wed Jan 03 00:47:26 +0000 2018,"RT @BullCBS: Tonight, can #Bull prove that a teen accused of robbing a jewelry store isn't responsible for the crime? Tune in at 9/8c or st…",43,0.0,0.733,0.267,-0.7692
143,CBS,Tue Jan 02 22:41:51 +0000 2018,It's your last chance to choose the pro football player with the best off-the-field talent! Vote now to decide who… https://t.co/6DjwqU0MB9,44,0.34,0.66,0.0,0.8516
144,CBS,Tue Jan 02 08:00:03 +0000 2018,"New year, new episodes -- all week long! It kicks off with an all-new #NCIS, #Bull and #NCISNOLA tonight starting a… https://t.co/bcmAaUQJtf",45,0.0,1.0,0.0,0.0
145,CBS,Mon Jan 01 01:16:12 +0000 2018,"Due to #NFL football games overrun, revised start times &amp; lineup for Eastern/Central Time Zones Only:
#60Minutes 8:… https://t.co/rqOYbM5j0h",46,0.0,1.0,0.0,0.0
146,CBS,Sun Dec 31 14:37:05 +0000 2017,Get ready for football! Stream NFL on CBS today with #CBSAllAccess. Try 1 month FREE with promo code BINGE (not ava… https://t.co/NEntvW7QHd,47,0.264,0.736,0.0,0.7798
147,CBS,Sat Dec 30 20:25:20 +0000 2017,"RT @NoActivityCBS: All season nothing's happened. Now prepare for activity. Stream the #NoActivity season finale Sunday, Dec 31 on CBS All…",48,0.0,1.0,0.0,0.0
148,CBS,Sat Dec 30 20:24:58 +0000 2017,RT @startrekcbs: Find out what happens when you boldly go too far. #StarTrekDiscovery continues January 7 on CBS All Access: https://t.co/f…,49,0.116,0.884,0.0,0.3612
149,CBS,Fri Dec 29 16:06:02 +0000 2017,Stream NC State Wolfpack at Arizona State Sun Devils LIVE today at 3PM ET with a 1-month FREE trial of… https://t.co/8k50thgtip,50,0.157,0.699,0.144,0.0857
150,CBS,Thu Dec 28 20:31:01 +0000 2017,"In case you missed this star-studded tribute to Carol Burnett's classic comedy series, catch up now! Watch The Caro… https://t.co/wu7BxM9gtm",51,0.121,0.783,0.096,0.1511
151,CBS,Thu Dec 28 19:28:22 +0000 2017,Some of TV's biggest stars saluted @TheNormanLear's impact on television and culture at The 40th Annual Kennedy Cen… https://t.co/E74ChUW1uE,52,0.0,1.0,0.0,0.0
152,CBS,Wed Dec 27 22:45:05 +0000 2017,The search is on to find the pro football player with the best off-the-field talent. Vote for your favorite player… https://t.co/R0fb5ngJ16,53,0.357,0.643,0.0,0.875
153,CBS,Wed Dec 27 21:04:10 +0000 2017,"Celebrate everyone's favorite classic sitcom with Carol Burnett, Vicki Lawrence, and more stars during The Carol Bu… https://t.co/SaiZ9TzBVO",54,0.295,0.705,0.0,0.7717
154,CBS,Wed Dec 27 19:52:02 +0000 2017,Joy to the world of streaming! Try #CBSAllAccess FREE for 1 month – just use code BINGE by 1/2:… https://t.co/9p1ACnslz6,55,0.337,0.663,0.0,0.8452
155,CBS,Wed Dec 27 19:40:34 +0000 2017,"Music legend Stevie Wonder salutes @LionelRichie while performing his classic hit, ""Easy"" at The 40th Annual Kenned… https://t.co/7TeDeNyhgo",56,0.0,1.0,0.0,0.0
156,CBS,Wed Dec 27 12:00:01 +0000 2017,"As the youngest Kennedy Center Honoree in 40 years, @LLCoolJ talks about what motivates him to chase his dreams. Wa… https://t.co/DFY78y99w3",57,0.234,0.766,0.0,0.7003
157,CBS,Wed Dec 27 07:27:33 +0000 2017,Here's to the 2017 Kennedy Center Honorees! Catch up on an evening of stunning performances and inspiring speeches… https://t.co/jGfANpSCul,58,0.36,0.64,0.0,0.8398
158,CBS,Wed Dec 27 04:00:52 +0000 2017,This celebration could go all night long! What a great final performance in honor of @LionelRichie. #KCHonors https://t.co/xKLWpKr3v0,59,0.336,0.664,0.0,0.8221
159,CBS,Wed Dec 27 03:59:48 +0000 2017,RT @MarkAPrinceJr: A #LionelRichie tribute is not complete without 🎶All Night Long🎶 😁 #KCHonors,60,0.0,1.0,0.0,0.0
160,CBS,Wed Dec 27 03:36:01 +0000 2017,Carmen de Lavallade (@CarmenDances) got emotional during those beautiful performances in her honor. Congratulations… https://t.co/gOCAZpZDpt,61,0.42,0.58,0.0,0.8271
161,CBS,Wed Dec 27 03:35:29 +0000 2017,RT @Glamourtunist: This tribute to Carmen de Lavallade at the #KCHonors is so beautiful and well deserved. ❤️,62,0.315,0.685,0.0,0.8103
162,CBS,Wed Dec 27 03:03:49 +0000 2017,RT @llcoolj: Attn: #HIPHOP !!!! We made history!! #KCHonors,63,0.0,1.0,0.0,0.0
163,CBS,Wed Dec 27 03:03:26 +0000 2017,.@llcoolj is making history! He’s the Kennedy Center’s first hip-hop honoree. #KCHonors https://t.co/kCqkOdUjtu,64,0.22,0.78,0.0,0.5255
164,CBS,Wed Dec 27 02:57:56 +0000 2017,RT @ErinAnnCullen: #KCHonors is always a night of inspiration. Thank you to these artists for your impact on our country. ❤️🧡💛💚💙💜,65,0.247,0.753,0.0,0.7096
165,CBS,Wed Dec 27 02:48:52 +0000 2017,Give a round of applause to television pioneer and 2017 Honoree @TheNormanLear! #KCHonors https://t.co/20UosF987x,66,0.36,0.64,0.0,0.7345
166,CBS,Wed Dec 27 02:45:34 +0000 2017,RT @AliL: This tribute to Norman Lear on #KCHonors is outstanding AND a walk down my childhood TV memory lane. 👏🏻📺,67,0.174,0.826,0.0,0.6124
167,CBS,Wed Dec 27 02:28:07 +0000 2017,RT @llcoolj: Moments I’ll never forget!!! #KCHonors,68,0.298,0.702,0.0,0.3699
168,CBS,Wed Dec 27 02:26:46 +0000 2017,.@GloriaEstefan approves of those amazing musical performances in her honor! #KCHonors https://t.co/i3EVYEoKRx,69,0.526,0.474,0.0,0.8748
169,CBS,Wed Dec 27 02:20:11 +0000 2017,RT @thepickypantry: Beautiful tribute to @GloriaEstefan on the Kennedy Center Honors. Love Mi Tierra! Amazing and inspiring what a fighter…,70,0.566,0.434,0.0,0.9601
170,CBS,Wed Dec 27 02:00:29 +0000 2017,Time to celebrate the 2017 honorees at The 40th Annual Kennedy Center Honors! Tune in now on CBS and CBS All Access… https://t.co/1OULMpCfPy,71,0.346,0.654,0.0,0.8908
171,CBS,Wed Dec 27 01:08:32 +0000 2017,"Tonight, @LionelRichie, @LLCoolJ, @GloriaEstefan, @TheNormanLear &amp; Carmen de Lavallade will be recognized at The 40… https://t.co/jZJqNo8h3b",72,0.0,1.0,0.0,0.0
172,CBS,Tue Dec 26 12:00:01 +0000 2017,"Don't miss the breathtaking performances, standing ovations and moving tributes that will leave you inspired. Here'… https://t.co/imILa52fjz",73,0.218,0.61,0.173,0.2415
173,CBS,Mon Dec 25 12:00:05 +0000 2017,"Experience the performances and the memories when 2017 Honorees @LionelRichie, @GloriaEstefan, Carmen de Lavallade,… https://t.co/ygbqASVL7t",74,0.191,0.809,0.0,0.5106
174,CBS,Mon Dec 25 00:48:24 +0000 2017,"Due to NFL overrun CBS is delayed 36mins in Charlotte/NC, Cincinnati/OH, Nashville, Atlanta, New Orleans, Baton Rou… https://t.co/20mnbAhpTm",75,0.0,0.899,0.101,-0.2263
175,CBS,Sun Dec 24 20:40:42 +0000 2017,"Tonight, get together and enjoy Christmas Eve with a two-hour marathon of your favorite classic sitcoms! Watch The… https://t.co/SCv8TJy9Yp",76,0.289,0.711,0.0,0.7574
176,CBS,Sun Dec 24 14:17:43 +0000 2017,Get ready for football! Stream NFL on CBS today with #CBSAllAccess. Try 1 month FREE with promo code BINGE! (Not av… https://t.co/6mR4bRR5Ey,77,0.273,0.727,0.0,0.7974
177,CBS,Sun Dec 24 12:30:02 +0000 2017,"All In The Family star @RobReiner gives props to legendary television writer, producer and 2017 Kennedy Center Hono… https://t.co/98jc5i63zE",78,0.0,1.0,0.0,0.0
178,CBS,Sat Dec 23 16:21:17 +0000 2017,"Rapper @BustaRhymes pays tribute to @LLCoolJ, performing his hit song ""Mama Said Knock You Out"" at The 40th Annual… https://t.co/CRjQArUqwd",79,0.0,1.0,0.0,0.0
179,CBS,Sat Dec 23 15:00:02 +0000 2017,"Oh, what fun it is to stream! Start a 1-month FREE trial of #CBSAllAccess now. Use promo code BINGE by 1/2:… https://t.co/rSAnDJDgbI",80,0.286,0.714,0.0,0.8236
180,CBS,Sat Dec 23 12:37:04 +0000 2017,CBS stars are glowing with holiday spirit! See how the stars are getting festive this season:… https://t.co/7qYTHoxFIc,81,0.355,0.645,0.0,0.7712
181,CBS,Sat Dec 23 07:24:44 +0000 2017,Spread some holiday cheer and laugh along with Dick Van Dyke and Mary Tyler Moore in two back-to-back episodes of T… https://t.co/N89JoYvXZW,82,0.311,0.583,0.107,0.743
182,CBS,Sat Dec 23 06:39:45 +0000 2017,Come home for the holidays with Lucy and Ricky in the I Love Lucy Christmas Special! Stream the full show:… https://t.co/s7f9mjEtER,83,0.365,0.635,0.0,0.8687
183,CBS,Sat Dec 23 01:38:37 +0000 2017,"Tonight at 9/8c, gather the family for two hilarious episodes of this classic sitcom in The Dick Van Dyke Show- Now… https://t.co/YcyECVr2NN",84,0.104,0.769,0.127,-0.1531
184,CBS,Sat Dec 23 00:39:52 +0000 2017,Get ready to laugh in the holidays tonight with Lucy and the gang in the I Love Lucy Christmas Special at 8/7c! Str… https://t.co/txU2TwXWOg,85,0.469,0.531,0.0,0.9422
185,CBS,Fri Dec 22 19:35:35 +0000 2017,"Tonight, ring in the holidays with two back-to-back episodes of a timeless comedy classic, now in color! Watch the… https://t.co/skJsgJdQel",86,0.241,0.759,0.0,0.6588
186,CBS,Fri Dec 22 18:03:20 +0000 2017,"Groundbreaking, daring, fearless. This is CBS All Access Originals. 

Sign up now to watch @StarTrekCBS,… https://t.co/kvPsJafYrN",87,0.278,0.722,0.0,0.6597
187,CBS,Fri Dec 22 14:04:52 +0000 2017,2017 Honoree @LLCoolJ is the first hip-hop artist recognized at the #KCHonors! Learn more about the @NCISLA star's… https://t.co/eK91KdBNpG,88,0.159,0.841,0.0,0.5255
188,CBS,Thu Dec 21 12:04:04 +0000 2017,"She's at it again! Tomorrow, relive Lucy's hilarious antics during the I Love Lucy Christmas Special at 8/7c on CBS… https://t.co/g01UGGLEDk",89,0.368,0.632,0.0,0.8718
189,CBS,Thu Dec 21 01:04:27 +0000 2017,"RT @survivorcbs: 6 heroes, 6 healers, 6 hustlers, but only 1 sole #Survivor. Ready to find out who it is? Tune in to the #SurvivorFinale no…",90,0.213,0.787,0.0,0.6597
190,CBS,Wed Dec 20 23:00:04 +0000 2017,Watch @kelly_clarkson deliver a moving performance of 'Christmas Eve' during A Home for the Holidays with… https://t.co/TAcstl7VYh,91,0.157,0.843,0.0,0.3818
191,CBS,Wed Dec 20 21:08:10 +0000 2017,"In two days, celebrate the holidays with the gang with two back-to-back episodes of the classic sitcom during the I… https://t.co/FRr8jX7MXZ",92,0.249,0.751,0.0,0.743
192,CBS,Wed Dec 20 20:10:15 +0000 2017,2017 Honoree @LLCoolJ salutes James Brown for paving the way for artists like himself. Don't miss The 40th Annual K… https://t.co/310Wfk7EoW,93,0.281,0.719,0.0,0.7222
193,CBS,Wed Dec 20 19:31:47 +0000 2017,Singer-songwriter @JoshGroban delivers a powerhouse performance while raising awareness of adoption through foster… https://t.co/FiQKJdx7Ty,94,0.0,1.0,0.0,0.0
194,CBS,Wed Dec 20 15:30:01 +0000 2017,Do you know all the nominees for Album Of The Year? Get familiar with this year's GRAMMY®  Award nominees ahead of… https://t.co/GYnxLT3n4p,95,0.143,0.857,0.0,0.5423
195,CBS,Wed Dec 20 01:01:19 +0000 2017,RT @survivorcbs: This finale is going to be unlike any ending in the history of #Survivor. Don't miss the finale + reunion all starting Wed…,96,0.059,0.941,0.0,0.1139
196,CBS,Wed Dec 20 00:14:34 +0000 2017,"This Friday, gather around the tree and celebrate the holidays with Lucille Ball! Watch two colorized back-to-back… https://t.co/4wopbmS4ez",97,0.292,0.708,0.0,0.7644
197,CBS,Tue Dec 19 21:12:50 +0000 2017,Kevin and Vanessa took a trip back in time on last night's #KevinCanWait. Watch the latest episode now:… https://t.co/SAqbLOd1Pg,98,0.0,1.0,0.0,0.0
198,CBS,Tue Dec 19 21:00:03 +0000 2017,"Find out how to watch A Home for the Holidays with @JoshGroban, featuring performances by @Kelly_Clarkson,… https://t.co/Y6zrR9PigH",99,0.148,0.852,0.0,0.3818
199,CBS,Tue Dec 19 15:30:04 +0000 2017,"In one week, celebrate a night of legends when @LionelRichie, @GloriaEstefan, Carmen de Lavallade (@CarmenDances),… https://t.co/u7eXxb521H",100,0.209,0.791,0.0,0.5719
200,CNN,Wed Jan 10 19:55:07 +0000 2018,The US will not be prepared to defend against possible Russian meddling in the 2018 midterm elections or the 2020 p… https://t.co/oRu9gZQlPh,1,0.0,0.926,0.074,-0.1695
201,CNN,Wed Jan 10 19:45:13 +0000 2018,"""This f------ idiot is the president. It's The Emperor's New Clothes -- the guy is a f------ fool... our baby-in-ch… https://t.co/mY2u301jTn",2,0.0,0.852,0.148,-0.5106
202,CNN,Wed Jan 10 19:39:13 +0000 2018,The closure of a coal mine near the Pennsylvania-West Virginia border will wipe out many of President Trump's coal… https://t.co/TaOqDq66zP,3,0.0,1.0,0.0,0.0
203,CNN,Wed Jan 10 19:36:07 +0000 2018,What's sending mysterious repeating fast radio bursts in space? https://t.co/ugPzwHcep5 https://t.co/J2pQn4jglT,4,0.0,1.0,0.0,0.0
204,CNN,Wed Jan 10 19:35:06 +0000 2018,"Toyota and Mazda are planning to build a $1.6 billion auto assembly plant in Alabama that will employ 4,000 workers… https://t.co/c74OQeyrAQ",5,0.0,1.0,0.0,0.0
205,CNN,Wed Jan 10 19:25:10 +0000 2018,The Trump administration is pointing to a recent uptick in illegal border crossings as evidence that it needs more… https://t.co/kWVjJW4G1u,6,0.0,0.833,0.167,-0.5574
206,CNN,Wed Jan 10 19:15:10 +0000 2018,Here's why California's mudslides are so devastating https://t.co/oz0oD4jVSP https://t.co/QXYo6hrXUJ,7,0.0,0.593,0.407,-0.7573
207,CNN,Wed Jan 10 19:05:06 +0000 2018,Japanese astronaut says sorry after claiming he grew 3.5 inches aboard the International Space Station… https://t.co/DqMsPMAiI4,8,0.067,0.854,0.079,-0.0516
208,CNN,Wed Jan 10 18:55:04 +0000 2018,Here are three ways tax reform will hit home values https://t.co/q0woG9xz3G https://t.co/Vwzs8VXtVM,9,0.197,0.803,0.0,0.4019
209,CNN,Wed Jan 10 18:45:13 +0000 2018,GOP House investigators want James Comey to testify on Clinton email investigation https://t.co/OUQbFjrwE0 https://t.co/gvXBBBkLm4,10,0.091,0.909,0.0,0.0772
210,CNN,Wed Jan 10 18:35:08 +0000 2018,Days after the Trump administration opened the possibility of offshore oil and gas drilling in long restricted area… https://t.co/Qp1j9G1ZSx,11,0.0,0.874,0.126,-0.3818
211,CNN,Wed Jan 10 18:25:40 +0000 2018,"President Trump to African-American voters: Remember, I said ""what do you have to lose?"" https://t.co/qVRUOJ16Vb https://t.co/3aEbKNpLIC",12,0.0,1.0,0.0,0.0
212,CNN,Wed Jan 10 18:15:07 +0000 2018,"There's a heat wave in Australia and it's killing thousands of large bats, called flying foxes… https://t.co/KfpNVN9ox4",13,0.0,0.773,0.227,-0.6597
213,CNN,Wed Jan 10 18:05:03 +0000 2018,"Actress Michelle Williams reportedly was paid less than 1% of Mark Wahlberg's paycheck for reshoots of their film,… https://t.co/LJlBBFB86s",14,0.0,1.0,0.0,0.0
214,CNN,Wed Jan 10 17:55:09 +0000 2018,"President Trump is set to take questions later today alongside the prime minister of Norway, a key NATO ally that s… https://t.co/IlNgjPmiA3",15,0.0,1.0,0.0,0.0
215,CNN,Wed Jan 10 17:45:12 +0000 2018,5 questions for President Trump today | Analysis by @CillizzaCNN https://t.co/FAcDChGTPZ https://t.co/uXFieytRKO,16,0.0,1.0,0.0,0.0
216,CNN,Wed Jan 10 17:44:47 +0000 2018,RT @CNNPolitics: President Trump lauds his administration's 2017 accomplishments during a meeting with his Cabinet members at the White Hou…,17,0.0,1.0,0.0,0.0
217,CNN,Wed Jan 10 17:36:42 +0000 2018,This teacher stood up at a school board meeting to criticize a superintendent's pay raise. Then she was handcuffed.… https://t.co/QBfu0MqQUt,18,0.0,0.8,0.2,-0.4588
218,CNN,Wed Jan 10 17:28:42 +0000 2018,"Prosecutors in Myanmar have sought charges under its Official Secrets Act against two Reuters reporters, which coul… https://t.co/tbdoFCOWFQ",19,0.0,0.89,0.11,-0.2732
219,CNN,Wed Jan 10 17:12:06 +0000 2018,The Trump administration is ending TPS for thousands. Tell CNN how losing this protection from deportation affects… https://t.co/BmHvSjRfvH,20,0.0,0.867,0.133,-0.3818
220,CNN,Wed Jan 10 19:55:07 +0000 2018,The US will not be prepared to defend against possible Russian meddling in the 2018 midterm elections or the 2020 p… https://t.co/oRu9gZQlPh,21,0.0,0.926,0.074,-0.1695
221,CNN,Wed Jan 10 19:45:13 +0000 2018,"""This f------ idiot is the president. It's The Emperor's New Clothes -- the guy is a f------ fool... our baby-in-ch… https://t.co/mY2u301jTn",22,0.0,0.852,0.148,-0.5106
222,CNN,Wed Jan 10 19:39:13 +0000 2018,The closure of a coal mine near the Pennsylvania-West Virginia border will wipe out many of President Trump's coal… https://t.co/TaOqDq66zP,23,0.0,1.0,0.0,0.0
223,CNN,Wed Jan 10 19:36:07 +0000 2018,What's sending mysterious repeating fast radio bursts in space? https://t.co/ugPzwHcep5 https://t.co/J2pQn4jglT,24,0.0,1.0,0.0,0.0
224,CNN,Wed Jan 10 19:35:06 +0000 2018,"Toyota and Mazda are planning to build a $1.6 billion auto assembly plant in Alabama that will employ 4,000 workers… https://t.co/c74OQeyrAQ",25,0.0,1.0,0.0,0.0
225,CNN,Wed Jan 10 19:25:10 +0000 2018,The Trump administration is pointing to a recent uptick in illegal border crossings as evidence that it needs more… https://t.co/kWVjJW4G1u,26,0.0,0.833,0.167,-0.5574
226,CNN,Wed Jan 10 19:15:10 +0000 2018,Here's why California's mudslides are so devastating https://t.co/oz0oD4jVSP https://t.co/QXYo6hrXUJ,27,0.0,0.593,0.407,-0.7573
227,CNN,Wed Jan 10 19:05:06 +0000 2018,Japanese astronaut says sorry after claiming he grew 3.5 inches aboard the International Space Station… https://t.co/DqMsPMAiI4,28,0.067,0.854,0.079,-0.0516
228,CNN,Wed Jan 10 18:55:04 +0000 2018,Here are three ways tax reform will hit home values https://t.co/q0woG9xz3G https://t.co/Vwzs8VXtVM,29,0.197,0.803,0.0,0.4019
229,CNN,Wed Jan 10 18:45:13 +0000 2018,GOP House investigators want James Comey to testify on Clinton email investigation https://t.co/OUQbFjrwE0 https://t.co/gvXBBBkLm4,30,0.091,0.909,0.0,0.0772
230,CNN,Wed Jan 10 18:35:08 +0000 2018,Days after the Trump administration opened the possibility of offshore oil and gas drilling in long restricted area… https://t.co/Qp1j9G1ZSx,31,0.0,0.874,0.126,-0.3818
231,CNN,Wed Jan 10 18:25:40 +0000 2018,"President Trump to African-American voters: Remember, I said ""what do you have to lose?"" https://t.co/qVRUOJ16Vb https://t.co/3aEbKNpLIC",32,0.0,1.0,0.0,0.0
232,CNN,Wed Jan 10 18:15:07 +0000 2018,"There's a heat wave in Australia and it's killing thousands of large bats, called flying foxes… https://t.co/KfpNVN9ox4",33,0.0,0.773,0.227,-0.6597
233,CNN,Wed Jan 10 18:05:03 +0000 2018,"Actress Michelle Williams reportedly was paid less than 1% of Mark Wahlberg's paycheck for reshoots of their film,… https://t.co/LJlBBFB86s",34,0.0,1.0,0.0,0.0
234,CNN,Wed Jan 10 17:55:09 +0000 2018,"President Trump is set to take questions later today alongside the prime minister of Norway, a key NATO ally that s… https://t.co/IlNgjPmiA3",35,0.0,1.0,0.0,0.0
235,CNN,Wed Jan 10 17:45:12 +0000 2018,5 questions for President Trump today | Analysis by @CillizzaCNN https://t.co/FAcDChGTPZ https://t.co/uXFieytRKO,36,0.0,1.0,0.0,0.0
236,CNN,Wed Jan 10 17:44:47 +0000 2018,RT @CNNPolitics: President Trump lauds his administration's 2017 accomplishments during a meeting with his Cabinet members at the White Hou…,37,0.0,1.0,0.0,0.0
237,CNN,Wed Jan 10 17:36:42 +0000 2018,This teacher stood up at a school board meeting to criticize a superintendent's pay raise. Then she was handcuffed.… https://t.co/QBfu0MqQUt,38,0.0,0.8,0.2,-0.4588
238,CNN,Wed Jan 10 17:28:42 +0000 2018,"Prosecutors in Myanmar have sought charges under its Official Secrets Act against two Reuters reporters, which coul… https://t.co/tbdoFCOWFQ",39,0.0,0.89,0.11,-0.2732
239,CNN,Wed Jan 10 17:12:06 +0000 2018,The Trump administration is ending TPS for thousands. Tell CNN how losing this protection from deportation affects… https://t.co/BmHvSjRfvH,40,0.0,0.867,0.133,-0.3818
240,CNN,Wed Jan 10 17:00:27 +0000 2018,Use iCloud in China? Prepare to share your data with a state-run Chinese company https://t.co/i0jHGUl9Qh https://t.co/5BF3teZvln,41,0.136,0.864,0.0,0.296
241,CNN,Wed Jan 10 16:50:09 +0000 2018,"95 million people are still out of the workforce, and it's still a misleading number https://t.co/vI7VPLRLp0 https://t.co/EjfcGFD35E",42,0.072,0.778,0.15,-0.34
242,CNN,Wed Jan 10 16:40:07 +0000 2018,"""We need to show everybody that we're better than this horrific event — that we can move forward"": The survivors of… https://t.co/CtCUMkTbi0",43,0.11,0.722,0.167,-0.3612
243,CNN,Wed Jan 10 16:31:44 +0000 2018,Tourists had to be airlifted out of this ski resort after heavy snowfall in Switzerland https://t.co/6zrAcsKuqa https://t.co/SKQ7obOSUu,44,0.0,1.0,0.0,0.0
244,CNN,Wed Jan 10 16:20:56 +0000 2018,"JUST IN: California Republican Rep. Darrell Issa announces he will retire at the end of his term, handing Democrats… https://t.co/TgVx5IXKCm",45,0.0,1.0,0.0,0.0
245,CNN,Wed Jan 10 16:20:08 +0000 2018,"President Trump is holding a Cabinet meeting, and a press conference with the prime minister of Norway after a day… https://t.co/z9cZiHrsmX",46,0.0,1.0,0.0,0.0
246,CNN,Wed Jan 10 16:10:05 +0000 2018,White House aides have been told to decide before the end of January whether they intend to leave the administratio… https://t.co/dM5P6H3JyA,47,0.0,0.943,0.057,-0.0516
247,CNN,Wed Jan 10 16:00:07 +0000 2018,"Two musicians have cut business ties with H&amp;M after the fashion retailer used a young black model to promote a ""coo… https://t.co/FTk3K01dxh",48,0.115,0.793,0.093,0.128
248,CNN,Wed Jan 10 15:54:07 +0000 2018,"""This f------ idiot is the president. It's The Emperor's New Clothes -- the guy is a f------ fool... our baby-in-ch… https://t.co/z9v1eWjLXv",49,0.0,0.852,0.148,-0.5106
249,CNN,Wed Jan 10 15:44:22 +0000 2018,The single most important line from President Trump's Tuesday talk-a-thon | Analysis by @CillizzaCNN… https://t.co/T0TBywSQET,50,0.139,0.861,0.0,0.2716
250,CNN,Wed Jan 10 15:33:11 +0000 2018,A Republican Kansas lawmaker has stepped down from a leadership position after he said African-Americans were more… https://t.co/7k5FqeMyfH,51,0.0,1.0,0.0,0.0
251,CNN,Wed Jan 10 15:23:01 +0000 2018,"Sheriff Joe Arpaio on DACA: If President Trump supports it, I will https://t.co/3nLHRBvLeB https://t.co/6Ed2sx1PC2",52,0.172,0.828,0.0,0.3612
252,CNN,Wed Jan 10 15:11:24 +0000 2018,This is what the what PyeongChang 2018 Winter Olympics medal table will look like without Russia https://t.co/5iPxtg7XJc,53,0.272,0.728,0.0,0.6808
253,CNN,Wed Jan 10 14:52:04 +0000 2018,"Steve Bannon and the never Trumpers should stop fighting -- and back the President, @carriesheffield writes for… https://t.co/sog3dlSIRv",54,0.093,0.785,0.123,-0.1561
254,CNN,Wed Jan 10 14:46:02 +0000 2018,"RT @CNNnewsroom: ""I think a wall, as the President has described it at times, is actually ridiculous"" says Sen. Tammy Baldwin while stressi…",55,0.0,0.894,0.106,-0.3612
255,CNN,Wed Jan 10 14:42:17 +0000 2018,"Facebook is shutting down M, an automated personal assistant once thought to be a text-based answer to services lik… https://t.co/9Qeof6Xbii",56,0.0,1.0,0.0,0.0
256,CNN,Wed Jan 10 14:30:50 +0000 2018,"Steve Bannon, former chief strategist to President Trump, has stepped down from Breitbart, the far-right website he… https://t.co/ICg4qbIjDE",57,0.0,1.0,0.0,0.0
257,CNN,Wed Jan 10 14:15:06 +0000 2018,"Part of an oil tanker that has been ablaze for days off the coast of Shanghai exploded Wednesday, forcing rescue bo… https://t.co/FiB3jaKPsj",58,0.136,0.864,0.0,0.5106
258,CNN,Wed Jan 10 14:08:36 +0000 2018,President Trump signed a measure creating a new national historic park for Martin Luther King Jr. during a trip to… https://t.co/MfeLwmdZEW,59,0.115,0.885,0.0,0.296
259,CNN,Wed Jan 10 13:45:05 +0000 2018,The US will not be prepared to defend against possible Russian meddling in the 2018 midterm elections or the 2020 p… https://t.co/85g7V1hAgy,60,0.0,0.926,0.074,-0.1695
260,CNN,Wed Jan 10 13:35:11 +0000 2018,These images show the mudslide devastation in California https://t.co/f12hBFnhGk https://t.co/6VlvJn5Oo2,61,0.0,0.763,0.237,-0.4215
261,CNN,Wed Jan 10 13:25:05 +0000 2018,"Prosecutors in Myanmar have sought charges under its Official Secrets Act against two Reuters reporters, which coul… https://t.co/K9jZXtgwfD",62,0.0,0.89,0.11,-0.2732
